Date,City,Petrol_Price,Diesel_Price
2022-02-05,Chennai,101.4,91.43
2022-02-05,Delhi,95.41,86.67
2022-02-05,Kolkata,104.67,89.79
2022-02-05,Mumbai,109.98,94.14
2022-02-04,Chennai,101.4,91.43
2022-02-04,Delhi,95.41,86.67
2022-02-04,Kolkata,104.67,89.79
2022-02-04,Mumbai,109.98,94.14
2022-02-03,Chennai,101.4,91.43
2022-02-03,Delhi,95.41,86.67
2022-02-03,Kolkata,104.67,89.79
2022-02-03,Mumbai,109.98,94.14
2022-02-02,Chennai,101.4,91.43
2022-02-02,Delhi,95.41,86.67
2022-02-02,Kolkata,104.67,89.79
2022-02-02,Mumbai,109.98,94.14
2022-02-01,Chennai,101.4,91.43
2022-02-01,Delhi,95.41,86.67
2022-02-01,Kolkata,104.67,89.79
2022-02-01,Mumbai,109.98,94.14
2022-01-31,Chennai,101.4,91.43
2022-01-31,Delhi,95.41,86.67
2022-01-31,Kolkata,104.67,89.79
2022-01-31,Mumbai,109.98,94.14
2022-01-30,Chennai,101.4,91.43
2022-01-30,Delhi,95.41,86.67
2022-01-30,Kolkata,104.67,89.79
2022-01-30,Mumbai,109.98,94.14
2022-01-29,Chennai,101.4,91.43
2022-01-29,Delhi,95.41,86.67
2022-01-29,Kolkata,104.67,89.79
2022-01-29,Mumbai,109.98,94.14
2022-01-28,Chennai,101.4,91.43
2022-01-28,Delhi,95.41,86.67
2022-01-28,Kolkata,104.67,89.79
2022-01-28,Mumbai,109.98,94.14
2022-01-27,Chennai,101.4,91.43
2022-01-27,Delhi,95.41,86.67
2022-01-27,Kolkata,104.67,89.79
2022-01-27,Mumbai,109.98,94.14
2022-01-26,Chennai,101.4,91.43
2022-01-26,Delhi,95.41,86.67
2022-01-26,Kolkata,104.67,89.79
2022-01-26,Mumbai,109.98,94.14
2022-01-25,Chennai,101.4,91.43
2022-01-25,Delhi,95.41,86.67
2022-01-25,Kolkata,104.67,89.79
2022-01-25,Mumbai,109.98,94.14
2022-01-24,Chennai,101.4,91.43
2022-01-24,Delhi,95.41,86.67
2022-01-24,Kolkata,104.67,89.79
2022-01-24,Mumbai,109.98,94.14
2022-01-23,Chennai,101.4,91.43
2022-01-23,Delhi,95.41,86.67
2022-01-23,Kolkata,104.67,89.79
2022-01-23,Mumbai,109.98,94.14
2022-01-22,Chennai,101.4,91.43
2022-01-22,Delhi,95.41,86.67
2022-01-22,Kolkata,104.67,89.79
2022-01-22,Mumbai,109.98,94.14
2022-01-21,Chennai,101.4,91.43
2022-01-21,Delhi,95.41,86.67
2022-01-21,Kolkata,104.67,89.79
2022-01-21,Mumbai,109.98,94.14
2022-01-20,Chennai,101.4,91.43
2022-01-20,Delhi,95.41,86.67
2022-01-20,Kolkata,104.67,89.79
2022-01-20,Mumbai,109.98,94.14
2022-01-19,Chennai,101.4,91.43
2022-01-19,Delhi,95.41,86.67
2022-01-19,Kolkata,104.67,89.79
2022-01-19,Mumbai,109.98,94.14
2022-01-18,Chennai,101.4,91.43
2022-01-18,Delhi,95.41,86.67
2022-01-18,Kolkata,104.67,89.79
2022-01-18,Mumbai,109.98,94.14
2022-01-17,Chennai,101.4,91.43
2022-01-17,Delhi,95.41,86.67
2022-01-17,Kolkata,104.67,89.79
2022-01-17,Mumbai,109.98,94.14
2022-01-16,Chennai,101.4,91.43
2022-01-16,Delhi,95.41,86.67
2022-01-16,Kolkata,104.67,89.79
2022-01-16,Mumbai,109.98,94.14
2022-01-15,Chennai,101.4,91.43
2022-01-15,Delhi,95.41,86.67
2022-01-15,Kolkata,104.67,89.79
2022-01-15,Mumbai,109.98,94.14
2022-01-13,Chennai,101.4,91.43
2022-01-13,Delhi,95.41,86.67
2022-01-13,Kolkata,104.67,89.79
2022-01-13,Mumbai,109.98,94.14
2022-01-12,Chennai,101.4,91.43
2022-01-12,Delhi,95.41,86.67
2022-01-12,Kolkata,104.67,89.79
2022-01-12,Mumbai,109.98,94.14
2022-01-11,Chennai,101.4,91.43
2022-01-11,Delhi,95.41,86.67
2022-01-11,Kolkata,104.67,89.79
2022-01-11,Mumbai,109.98,94.14
2022-01-10,Chennai,101.4,91.43
2022-01-10,Delhi,95.41,86.67
2022-01-10,Kolkata,104.67,89.79
2022-01-10,Mumbai,109.98,94.14
2022-01-09,Chennai,101.4,91.43
2022-01-09,Delhi,95.41,86.67
2022-01-09,Kolkata,104.67,89.79
2022-01-09,Mumbai,109.98,94.14
2022-01-08,Chennai,101.4,91.43
2022-01-08,Delhi,95.41,86.67
2022-01-08,Kolkata,104.67,89.79
2022-01-08,Mumbai,109.98,94.14
2022-01-07,Chennai,101.4,91.43
2022-01-07,Delhi,95.41,86.67
2022-01-07,Kolkata,104.67,89.79
2022-01-07,Mumbai,109.98,94.14
2022-01-06,Chennai,101.4,91.43
2022-01-06,Delhi,95.41,86.67
2022-01-06,Kolkata,104.67,89.79
2022-01-06,Mumbai,109.98,94.14
2022-01-05,Chennai,101.4,91.43
2022-01-05,Delhi,95.41,86.67
2022-01-05,Kolkata,104.67,89.79
2022-01-05,Mumbai,109.98,94.14
2022-01-04,Chennai,101.4,91.43
2022-01-04,Delhi,95.41,86.67
2022-01-04,Kolkata,104.67,89.79
2022-01-04,Mumbai,109.98,94.14
2022-01-03,Chennai,101.4,91.43
2022-01-03,Delhi,95.41,86.67
2022-01-03,Kolkata,104.67,89.79
2022-01-03,Mumbai,109.98,94.14
2022-01-02,Chennai,101.4,91.43
2022-01-02,Delhi,95.41,86.67
2022-01-02,Kolkata,104.67,89.79
2022-01-02,Mumbai,109.98,94.14
2022-01-01,Chennai,101.4,91.43
2022-01-01,Delhi,95.41,86.67
2022-01-01,Kolkata,104.67,89.79
2022-01-01,Mumbai,109.98,94.14
2021-12-31,Chennai,101.4,91.43
2021-12-31,Delhi,95.41,86.67
2021-12-31,Kolkata,104.67,89.79
2021-12-31,Mumbai,109.98,94.14
2021-12-30,Chennai,101.4,91.43
2021-12-30,Delhi,95.41,86.67
2021-12-30,Kolkata,104.67,89.79
2021-12-30,Mumbai,109.98,94.14
2021-12-29,Chennai,101.4,91.43
2021-12-29,Delhi,95.41,86.67
2021-12-29,Kolkata,104.67,89.79
2021-12-29,Mumbai,109.98,94.14
2021-12-28,Chennai,101.4,91.43
2021-12-28,Delhi,95.41,86.67
2021-12-28,Kolkata,104.67,89.79
2021-12-28,Mumbai,109.98,94.14
2021-12-27,Chennai,101.4,91.43
2021-12-27,Delhi,95.41,86.67
2021-12-27,Kolkata,104.67,89.79
2021-12-27,Mumbai,109.98,94.14
2021-12-26,Chennai,101.4,91.43
2021-12-26,Delhi,95.41,86.67
2021-12-26,Kolkata,104.67,89.79
2021-12-26,Mumbai,109.98,94.14
2021-12-25,Chennai,101.4,91.43
2021-12-25,Delhi,95.41,86.67
2021-12-25,Kolkata,104.67,89.79
2021-12-25,Mumbai,109.98,94.14
2021-12-24,Chennai,101.4,91.43
2021-12-24,Delhi,95.41,86.67
2021-12-24,Kolkata,104.67,89.79
2021-12-24,Mumbai,109.98,94.14
2021-12-23,Chennai,101.4,91.43
2021-12-23,Delhi,95.41,86.67
2021-12-23,Kolkata,104.67,89.79
2021-12-23,Mumbai,109.98,94.14
2021-12-22,Chennai,101.4,91.43
2021-12-22,Delhi,95.41,86.67
2021-12-22,Kolkata,104.67,89.79
2021-12-22,Mumbai,109.98,94.14
2021-12-21,Chennai,101.4,91.43
2021-12-21,Delhi,95.41,86.67
2021-12-21,Kolkata,104.67,89.79
2021-12-21,Mumbai,109.98,94.14
2021-12-20,Chennai,101.4,91.43
2021-12-20,Delhi,95.41,86.67
2021-12-20,Kolkata,104.67,89.79
2021-12-20,Mumbai,109.98,94.14
2021-12-19,Chennai,101.4,91.43
2021-12-19,Delhi,95.41,86.67
2021-12-19,Kolkata,104.67,89.79
2021-12-19,Mumbai,109.98,94.14
2021-12-18,Chennai,101.4,91.43
2021-12-18,Delhi,95.41,86.67
2021-12-18,Kolkata,104.67,89.79
2021-12-18,Mumbai,109.98,94.14
2021-12-17,Chennai,101.4,91.43
2021-12-17,Delhi,95.41,86.67
2021-12-17,Kolkata,104.67,89.79
2021-12-17,Mumbai,109.98,94.14
2021-12-16,Chennai,101.4,91.43
2021-12-16,Delhi,95.41,86.67
2021-12-16,Kolkata,104.67,89.79
2021-12-16,Mumbai,109.98,94.14
2021-12-15,Chennai,101.4,91.43
2021-12-15,Delhi,95.41,86.67
2021-12-15,Kolkata,104.67,89.79
2021-12-15,Mumbai,109.98,94.14
2021-12-14,Chennai,101.4,91.43
2021-12-14,Delhi,95.41,86.67
2021-12-14,Kolkata,104.67,89.79
2021-12-14,Mumbai,109.98,94.14
2021-12-13,Chennai,101.4,91.43
2021-12-13,Delhi,95.41,86.67
2021-12-13,Kolkata,104.67,89.79
2021-12-13,Mumbai,109.98,94.14
2021-12-12,Chennai,101.4,91.43
2021-12-12,Delhi,95.41,86.67
2021-12-12,Kolkata,104.67,89.79
2021-12-12,Mumbai,109.98,94.14
2021-12-11,Chennai,101.4,91.43
2021-12-11,Delhi,95.41,86.67
2021-12-11,Kolkata,104.67,89.79
2021-12-11,Mumbai,109.98,94.14
2021-12-10,Chennai,101.4,91.43
2021-12-10,Delhi,95.41,86.67
2021-12-10,Kolkata,104.67,89.79
2021-12-10,Mumbai,109.98,94.14
2021-12-09,Chennai,101.4,91.43
2021-12-09,Delhi,95.41,86.67
2021-12-09,Kolkata,104.67,89.79
2021-12-09,Mumbai,109.98,94.14
2021-12-08,Chennai,101.4,91.43
2021-12-08,Delhi,95.41,86.67
2021-12-08,Kolkata,104.67,89.79
2021-12-08,Mumbai,109.98,94.14
2021-12-07,Chennai,101.4,91.43
2021-12-07,Delhi,95.41,86.67
2021-12-07,Kolkata,104.67,89.79
2021-12-07,Mumbai,109.98,94.14
2021-12-06,Chennai,101.4,91.43
2021-12-06,Delhi,95.41,86.67
2021-12-06,Kolkata,104.67,89.79
2021-12-06,Mumbai,109.98,94.14
2021-12-05,Chennai,101.4,91.43
2021-12-05,Delhi,95.41,86.67
2021-12-05,Kolkata,104.67,89.79
2021-12-05,Mumbai,109.98,94.14
2021-12-04,Chennai,101.4,91.43
2021-12-04,Delhi,95.41,86.67
2021-12-04,Kolkata,104.67,89.79
2021-12-04,Mumbai,109.98,94.14
2021-12-03,Chennai,101.4,91.43
2021-12-03,Delhi,95.41,86.67
2021-12-03,Kolkata,104.67,89.79
2021-12-03,Mumbai,109.98,94.14
2021-12-02,Chennai,101.4,91.43
2021-12-02,Delhi,95.41,86.67
2021-12-02,Kolkata,104.67,89.79
2021-12-02,Mumbai,109.98,94.14
2021-12-01,Chennai,101.4,91.43
2021-12-01,Delhi,103.97,86.67
2021-12-01,Kolkata,104.67,89.79
2021-12-01,Mumbai,109.98,94.14
2021-11-30,Chennai,101.4,91.43
2021-11-30,Delhi,103.97,86.67
2021-11-30,Kolkata,104.67,89.79
2021-11-30,Mumbai,109.98,94.14
2021-11-29,Chennai,101.4,91.43
2021-11-29,Delhi,103.97,86.67
2021-11-29,Kolkata,104.67,89.79
2021-11-29,Mumbai,109.98,94.14
2021-11-28,Chennai,101.4,91.43
2021-11-28,Delhi,103.97,86.67
2021-11-28,Kolkata,104.67,89.79
2021-11-28,Mumbai,109.98,94.14
2021-11-27,Chennai,101.4,91.43
2021-11-27,Delhi,103.97,86.67
2021-11-27,Kolkata,104.67,89.79
2021-11-27,Mumbai,109.98,94.14
2021-11-26,Chennai,101.4,91.43
2021-11-26,Delhi,103.97,86.67
2021-11-26,Kolkata,104.67,89.79
2021-11-26,Mumbai,109.98,94.14
2021-11-25,Chennai,101.4,91.43
2021-11-25,Delhi,103.97,86.67
2021-11-25,Kolkata,104.67,89.79
2021-11-25,Mumbai,109.98,94.14
2021-11-24,Chennai,101.4,91.43
2021-11-24,Delhi,103.97,86.67
2021-11-24,Kolkata,104.67,89.79
2021-11-24,Mumbai,109.98,94.14
2021-11-23,Chennai,101.4,91.43
2021-11-23,Delhi,103.97,86.67
2021-11-23,Kolkata,104.67,89.79
2021-11-23,Mumbai,109.98,94.14
2021-11-22,Chennai,101.4,91.43
2021-11-22,Delhi,103.97,86.67
2021-11-22,Kolkata,104.67,89.79
2021-11-22,Mumbai,109.98,94.14
2021-11-21,Chennai,101.4,91.43
2021-11-21,Delhi,103.97,86.67
2021-11-21,Kolkata,104.67,89.79
2021-11-21,Mumbai,109.98,94.14
2021-11-20,Chennai,101.4,91.43
2021-11-20,Delhi,103.97,86.67
2021-11-20,Kolkata,104.67,89.79
2021-11-20,Mumbai,109.98,94.14
2021-11-19,Chennai,101.4,91.43
2021-11-19,Delhi,103.97,86.67
2021-11-19,Kolkata,104.67,89.79
2021-11-19,Mumbai,109.98,94.14
2021-11-18,Chennai,101.4,91.43
2021-11-18,Delhi,103.97,86.67
2021-11-18,Kolkata,104.67,89.79
2021-11-18,Mumbai,109.98,94.14
2021-11-17,Chennai,101.4,91.43
2021-11-17,Delhi,103.97,86.67
2021-11-17,Kolkata,104.67,89.79
2021-11-17,Mumbai,109.98,94.14
2021-11-16,Chennai,101.4,91.43
2021-11-16,Delhi,103.97,86.67
2021-11-16,Kolkata,104.67,89.79
2021-11-16,Mumbai,109.98,94.14
2021-11-15,Chennai,101.4,91.43
2021-11-15,Delhi,103.97,86.67
2021-11-15,Kolkata,104.67,89.79
2021-11-15,Mumbai,109.98,94.14
2021-11-14,Chennai,101.4,91.43
2021-11-14,Delhi,103.97,86.67
2021-11-14,Kolkata,104.67,89.79
2021-11-14,Mumbai,109.98,94.14
2021-11-13,Chennai,101.4,91.43
2021-11-13,Delhi,103.97,86.67
2021-11-13,Kolkata,104.67,89.79
2021-11-13,Mumbai,109.98,94.14
2021-11-12,Chennai,101.4,91.43
2021-11-12,Delhi,103.97,86.67
2021-11-12,Kolkata,104.67,89.79
2021-11-12,Mumbai,109.98,94.14
2021-11-11,Chennai,101.4,91.43
2021-11-11,Delhi,103.97,86.67
2021-11-11,Kolkata,104.67,89.79
2021-11-11,Mumbai,109.98,94.14
2021-11-10,Chennai,101.4,91.43
2021-11-10,Delhi,103.97,86.67
2021-11-10,Kolkata,104.67,89.79
2021-11-10,Mumbai,109.98,94.14
2021-11-09,Chennai,101.4,91.43
2021-11-09,Delhi,103.97,86.67
2021-11-09,Kolkata,104.67,89.79
2021-11-09,Mumbai,109.98,94.14
2021-11-08,Chennai,101.4,91.43
2021-11-08,Delhi,103.97,86.67
2021-11-08,Kolkata,104.67,89.79
2021-11-08,Mumbai,109.98,94.14
2021-11-07,Chennai,101.4,91.43
2021-11-07,Delhi,103.97,86.67
2021-11-07,Kolkata,104.67,89.79
2021-11-07,Mumbai,109.98,94.14
2021-11-06,Chennai,101.4,91.43
2021-11-06,Delhi,103.97,86.67
2021-11-06,Kolkata,104.67,89.79
2021-11-06,Mumbai,109.98,94.14
2021-11-05,Chennai,101.4,91.43
2021-11-05,Delhi,103.97,86.67
2021-11-05,Kolkata,104.67,89.79
2021-11-05,Mumbai,109.98,94.14
2021-11-04,Chennai,101.4,91.43
2021-11-04,Delhi,103.97,86.67
2021-11-04,Kolkata,104.67,89.79
2021-11-04,Mumbai,109.98,94.14
2021-11-03,Chennai,106.66,102.59
2021-11-03,Delhi,110.04,98.42
2021-11-03,Kolkata,110.49,101.56
2021-11-03,Mumbai,115.85,106.62
2021-11-02,Chennai,106.66,102.59
2021-11-02,Delhi,110.04,98.42
2021-11-02,Kolkata,110.49,101.56
2021-11-02,Mumbai,115.85,106.62
2021-11-01,Chennai,106.35,102.59
2021-11-01,Delhi,109.69,98.42
2021-11-01,Kolkata,110.15,101.56
2021-11-01,Mumbai,115.5,106.62
2021-10-31,Chennai,106.04,102.25
2021-10-31,Delhi,109.34,98.07
2021-10-31,Kolkata,109.79,101.19
2021-10-31,Mumbai,115.15,106.23
2021-10-30,Chennai,105.74,101.92
2021-10-30,Delhi,108.99,97.72
2021-10-30,Kolkata,109.46,100.84
2021-10-30,Mumbai,114.81,105.86
2021-10-29,Chennai,105.43,101.59
2021-10-29,Delhi,108.64,97.37
2021-10-29,Kolkata,109.12,100.49
2021-10-29,Mumbai,114.47,105.49
2021-10-28,Chennai,105.13,101.25
2021-10-28,Delhi,108.29,97.02
2021-10-28,Kolkata,108.78,100.14
2021-10-28,Mumbai,114.14,105.12
2021-10-27,Chennai,104.83,100.92
2021-10-27,Delhi,107.94,96.67
2021-10-27,Kolkata,108.45,99.78
2021-10-27,Mumbai,113.8,104.75
2021-10-26,Chennai,104.52,100.59
2021-10-26,Delhi,107.59,96.32
2021-10-26,Kolkata,108.11,99.43
2021-10-26,Mumbai,113.46,104.38
2021-10-25,Chennai,104.52,100.59
2021-10-25,Delhi,107.59,96.32
2021-10-25,Kolkata,108.11,99.43
2021-10-25,Mumbai,113.46,104.38
2021-10-24,Chennai,104.52,100.59
2021-10-24,Delhi,107.59,96.32
2021-10-24,Kolkata,108.11,99.43
2021-10-24,Mumbai,113.46,104.38
2021-10-23,Chennai,104.22,100.25
2021-10-23,Delhi,107.24,95.97
2021-10-23,Kolkata,107.78,99.08
2021-10-23,Mumbai,113.12,104.0
2021-10-22,Chennai,103.92,99.92
2021-10-22,Delhi,106.89,95.62
2021-10-22,Kolkata,107.44,98.73
2021-10-22,Mumbai,112.78,103.63
2021-10-21,Chennai,103.61,99.59
2021-10-21,Delhi,106.54,95.27
2021-10-21,Kolkata,107.11,98.38
2021-10-21,Mumbai,112.44,103.26
2021-10-20,Chennai,103.31,99.26
2021-10-20,Delhi,106.19,94.92
2021-10-20,Kolkata,106.77,98.03
2021-10-20,Mumbai,112.11,102.89
2021-10-19,Chennai,103.01,98.92
2021-10-19,Delhi,105.84,94.57
2021-10-19,Kolkata,106.43,97.68
2021-10-19,Mumbai,111.77,102.52
2021-10-18,Chennai,103.01,98.92
2021-10-18,Delhi,105.84,94.57
2021-10-18,Kolkata,106.43,97.68
2021-10-18,Mumbai,111.77,102.52
2021-10-16,Chennai,102.7,98.59
2021-10-16,Delhi,105.49,94.22
2021-10-16,Kolkata,106.1,97.33
2021-10-16,Mumbai,111.43,102.15
2021-10-15,Chennai,102.4,98.26
2021-10-15,Delhi,105.14,93.87
2021-10-15,Kolkata,105.76,96.98
2021-10-15,Mumbai,111.09,101.78
2021-10-14,Chennai,102.1,97.93
2021-10-14,Delhi,104.79,93.52
2021-10-14,Kolkata,105.43,96.63
2021-10-14,Mumbai,110.75,101.4
2021-10-13,Chennai,101.79,97.59
2021-10-13,Delhi,104.44,93.17
2021-10-13,Kolkata,105.09,96.28
2021-10-13,Mumbai,110.41,101.03
2021-10-12,Chennai,101.79,97.59
2021-10-12,Delhi,104.44,93.17
2021-10-12,Kolkata,105.09,96.28
2021-10-12,Mumbai,110.41,101.03
2021-10-11,Chennai,101.79,97.59
2021-10-11,Delhi,104.44,93.17
2021-10-11,Kolkata,105.09,96.28
2021-10-11,Mumbai,110.41,101.03
2021-10-10,Chennai,101.53,97.26
2021-10-10,Delhi,104.14,92.82
2021-10-10,Kolkata,104.8,95.93
2021-10-10,Mumbai,110.12,100.66
2021-10-09,Chennai,101.27,96.93
2021-10-09,Delhi,103.84,92.47
2021-10-09,Kolkata,104.52,95.58
2021-10-09,Mumbai,109.83,100.29
2021-10-08,Chennai,101.01,96.6
2021-10-08,Delhi,103.54,92.12
2021-10-08,Kolkata,104.23,95.23
2021-10-08,Mumbai,109.54,99.92
2021-10-07,Chennai,100.75,96.26
2021-10-07,Delhi,103.24,91.77
2021-10-07,Kolkata,103.94,94.88
2021-10-07,Mumbai,109.25,99.55
2021-10-06,Chennai,100.49,95.93
2021-10-06,Delhi,102.94,91.42
2021-10-06,Kolkata,103.65,94.53
2021-10-06,Mumbai,108.96,99.17
2021-10-05,Chennai,100.23,95.59
2021-10-05,Delhi,102.64,91.07
2021-10-05,Kolkata,103.36,94.17
2021-10-05,Mumbai,108.67,98.8
2021-10-04,Chennai,100.01,95.31
2021-10-04,Delhi,102.39,90.77
2021-10-04,Kolkata,103.07,93.87
2021-10-04,Mumbai,108.43,98.48
2021-10-03,Chennai,100.01,95.31
2021-10-03,Delhi,102.39,90.77
2021-10-03,Kolkata,103.07,93.87
2021-10-03,Mumbai,108.43,98.48
2021-10-02,Chennai,99.8,95.02
2021-10-02,Delhi,102.14,90.47
2021-10-02,Kolkata,102.77,93.57
2021-10-02,Mumbai,108.19,98.16
2021-10-01,Chennai,99.58,94.74
2021-10-01,Delhi,101.89,90.17
2021-10-01,Kolkata,102.47,93.27
2021-10-01,Mumbai,107.95,97.84
2021-09-30,Chennai,99.36,94.45
2021-09-30,Delhi,101.64,89.87
2021-09-30,Kolkata,102.17,92.97
2021-09-30,Mumbai,107.71,97.52
2021-09-29,Chennai,99.15,94.17
2021-09-29,Delhi,101.39,89.57
2021-09-29,Kolkata,101.87,92.67
2021-09-29,Mumbai,107.47,97.21
2021-09-28,Chennai,99.15,94.17
2021-09-28,Delhi,101.39,89.57
2021-09-28,Kolkata,101.87,92.67
2021-09-28,Mumbai,107.47,97.21
2021-09-27,Chennai,98.96,93.93
2021-09-27,Delhi,101.19,89.32
2021-09-27,Kolkata,101.62,92.42
2021-09-27,Mumbai,107.26,96.94
2021-09-26,Chennai,98.96,93.69
2021-09-26,Delhi,101.19,89.07
2021-09-26,Kolkata,101.62,92.17
2021-09-26,Mumbai,107.26,96.68
2021-09-25,Chennai,98.96,93.46
2021-09-25,Delhi,101.19,88.82
2021-09-25,Kolkata,101.62,91.92
2021-09-25,Mumbai,107.26,96.41
2021-09-24,Chennai,98.96,93.46
2021-09-24,Delhi,101.19,88.82
2021-09-24,Kolkata,101.62,91.92
2021-09-24,Mumbai,107.26,96.41
2021-09-23,Chennai,98.96,93.26
2021-09-23,Delhi,101.19,88.62
2021-09-23,Kolkata,101.62,91.71
2021-09-23,Mumbai,107.26,96.19
2021-09-22,Chennai,98.96,93.26
2021-09-22,Delhi,101.19,88.62
2021-09-22,Kolkata,101.62,91.71
2021-09-22,Mumbai,107.26,96.19
2021-09-21,Chennai,98.96,93.26
2021-09-21,Delhi,101.19,88.62
2021-09-21,Kolkata,101.62,91.71
2021-09-21,Mumbai,107.26,96.19
2021-09-20,Chennai,98.96,93.26
2021-09-20,Delhi,101.19,88.62
2021-09-20,Kolkata,101.62,91.71
2021-09-20,Mumbai,107.26,96.19
2021-09-19,Chennai,98.96,93.26
2021-09-19,Delhi,101.19,88.62
2021-09-19,Kolkata,101.62,91.71
2021-09-19,Mumbai,107.26,96.19
2021-09-18,Chennai,98.96,93.26
2021-09-18,Delhi,101.19,88.62
2021-09-18,Kolkata,101.62,91.71
2021-09-18,Mumbai,107.26,96.19
2021-09-17,Chennai,98.96,93.26
2021-09-17,Delhi,101.19,88.62
2021-09-17,Kolkata,101.62,91.71
2021-09-17,Mumbai,107.26,96.19
2021-09-16,Chennai,98.96,93.26
2021-09-16,Delhi,101.19,88.62
2021-09-16,Kolkata,101.62,91.71
2021-09-16,Mumbai,107.26,96.19
2021-09-15,Chennai,98.96,93.26
2021-09-15,Delhi,101.19,88.62
2021-09-15,Kolkata,101.62,91.71
2021-09-15,Mumbai,107.26,96.19
2021-09-14,Chennai,98.96,93.26
2021-09-14,Delhi,101.19,88.62
2021-09-14,Kolkata,101.62,91.71
2021-09-14,Mumbai,107.26,96.19
2021-09-13,Chennai,98.96,93.26
2021-09-13,Delhi,101.19,88.62
2021-09-13,Kolkata,101.62,91.71
2021-09-13,Mumbai,107.26,96.19
2021-09-12,Chennai,98.96,93.26
2021-09-12,Delhi,101.19,88.62
2021-09-12,Kolkata,101.62,91.71
2021-09-12,Mumbai,107.26,96.19
2021-09-11,Chennai,98.96,93.26
2021-09-11,Delhi,101.19,88.62
2021-09-11,Kolkata,101.62,91.71
2021-09-11,Mumbai,107.26,96.19
2021-09-10,Chennai,98.96,93.26
2021-09-10,Delhi,101.19,88.62
2021-09-10,Kolkata,101.62,91.71
2021-09-10,Mumbai,107.26,96.19
2021-09-09,Chennai,98.96,93.26
2021-09-09,Delhi,101.19,88.62
2021-09-09,Kolkata,101.62,91.71
2021-09-09,Mumbai,107.26,96.19
2021-09-08,Chennai,98.96,93.26
2021-09-08,Delhi,101.19,88.62
2021-09-08,Kolkata,101.62,91.71
2021-09-08,Mumbai,107.26,96.19
2021-09-07,Chennai,98.96,93.26
2021-09-07,Delhi,101.19,88.62
2021-09-07,Kolkata,101.62,91.71
2021-09-07,Mumbai,107.26,96.19
2021-09-06,Chennai,98.96,93.26
2021-09-06,Delhi,101.19,88.62
2021-09-06,Kolkata,101.62,91.71
2021-09-06,Mumbai,107.26,96.19
2021-09-05,Chennai,98.96,93.26
2021-09-05,Delhi,101.19,88.62
2021-09-05,Kolkata,101.62,91.71
2021-09-05,Mumbai,107.26,96.19
2021-09-04,Chennai,99.08,93.38
2021-09-04,Delhi,101.34,88.77
2021-09-04,Kolkata,101.72,91.84
2021-09-04,Mumbai,107.39,96.33
2021-09-03,Chennai,99.08,93.38
2021-09-03,Delhi,101.34,88.77
2021-09-03,Kolkata,101.72,91.84
2021-09-03,Mumbai,107.39,96.33
2021-09-02,Chennai,99.08,93.38
2021-09-02,Delhi,101.34,88.77
2021-09-02,Kolkata,101.72,91.84
2021-09-02,Mumbai,107.39,96.33
2021-09-01,Chennai,99.08,93.38
2021-09-01,Delhi,101.34,88.77
2021-09-01,Kolkata,101.72,91.84
2021-09-01,Mumbai,107.39,96.33
2021-08-31,Chennai,99.2,93.52
2021-08-31,Delhi,101.49,88.92
2021-08-31,Kolkata,101.82,91.98
2021-08-31,Mumbai,107.52,96.48
2021-08-30,Chennai,99.2,93.52
2021-08-30,Delhi,101.49,88.92
2021-08-30,Kolkata,101.82,91.98
2021-08-30,Mumbai,107.52,96.48
2021-08-29,Chennai,99.2,93.52
2021-08-29,Delhi,101.49,88.92
2021-08-29,Kolkata,101.82,91.98
2021-08-29,Mumbai,107.52,96.48
2021-08-28,Chennai,99.2,93.52
2021-08-28,Delhi,101.49,88.92
2021-08-28,Kolkata,101.82,91.98
2021-08-28,Mumbai,107.52,96.48
2021-08-27,Chennai,99.2,93.52
2021-08-27,Delhi,101.49,88.92
2021-08-27,Kolkata,101.82,91.98
2021-08-27,Mumbai,107.52,96.48
2021-08-26,Chennai,99.2,93.52
2021-08-26,Delhi,101.49,88.92
2021-08-26,Kolkata,101.82,91.98
2021-08-26,Mumbai,107.52,96.48
2021-08-25,Chennai,99.2,93.52
2021-08-25,Delhi,101.49,88.92
2021-08-25,Kolkata,101.82,91.98
2021-08-25,Mumbai,107.52,96.48
2021-08-24,Chennai,99.2,93.52
2021-08-24,Delhi,101.49,88.92
2021-08-24,Kolkata,101.82,91.98
2021-08-24,Mumbai,107.52,96.48
2021-08-23,Chennai,99.32,93.66
2021-08-23,Delhi,101.64,89.07
2021-08-23,Kolkata,101.93,92.13
2021-08-23,Mumbai,107.66,96.64
2021-08-22,Chennai,99.32,93.66
2021-08-22,Delhi,101.64,89.07
2021-08-22,Kolkata,101.93,92.13
2021-08-22,Mumbai,107.66,96.64
2021-08-21,Chennai,99.47,93.84
2021-08-21,Delhi,101.84,89.27
2021-08-21,Kolkata,102.08,92.32
2021-08-21,Mumbai,107.83,96.84
2021-08-20,Chennai,99.47,93.84
2021-08-20,Delhi,101.84,89.27
2021-08-20,Kolkata,102.08,92.32
2021-08-20,Mumbai,107.83,96.84
2021-08-19,Chennai,99.47,94.02
2021-08-19,Delhi,101.84,89.47
2021-08-19,Kolkata,102.08,92.57
2021-08-19,Mumbai,107.83,97.04
2021-08-18,Chennai,99.47,94.2
2021-08-18,Delhi,101.84,89.67
2021-08-18,Kolkata,102.08,92.82
2021-08-18,Mumbai,107.83,97.24
2021-08-17,Chennai,99.47,94.39
